Appliances	dT_out6	dT_kitchen	dRH_kitchen	dT_living	dT_laundry
118.3333	-0.3578	0.2055	-0.9680	0.0000	-0.1679
115.0000	-0.6102	0.1452	-0.7435	0.0000	-0.1250
88.3333	-0.6986	0.0123	-0.1213	-0.1390	-0.1850
43.3333	-0.1319	-0.1722	0.2790	-0.2865	-0.0131
48.3333	0.2000	-0.2144	0.0433	-0.2756	0.0061
36.6667	-0.1264	-0.1922	-0.1100	-0.2194	0.0000
48.3333	-0.3625	-0.1989	-0.0533	-0.2546	-0.1769
46.6667	0.2167	-0.1750	-0.0122	-0.2682	-0.1747
46.6667	0.3200	-0.1844	-0.0367	-0.2244	-0.1544
35.0000	0.3133	-0.1606	0.0122	-0.1528	-0.0958
45.0000	0.3044	-0.1272	0.0517	-0.1517	-0.0392
46.6667	0.1900	-0.1528	0.0811	-0.1028	0.1072
45.0000	0.3089	-0.1128	0.4936	-0.0817	-0.0257
45.0000	0.6981	-0.0611	0.2392	0.0656	-0.2032
63.3333	1.3208	-0.0111	-0.7444	0.1467	-0.1456
76.6667	0.5356	-0.0900	-0.6671	0.0750	-0.0900
78.3333	1.4957	0.0000	-0.3274	0.2289	-0.1728
76.6667	1.2676	-0.0611	-0.0678	0.1361	-0.1306
243.3333	0.7817	-0.0389	0.5117	0.1503	0.0056
248.3333	-0.9190	0.1067	0.1310	0.0753	-0.0011
300.0000	-0.2749	0.2667	0.1318	0.0889	1.3533
63.3333	-0.7856	0.0378	-2.3867	-0.2133	0.2394
193.3333	-1.6722	0.0556	2.9062	0.2506	-0.5683
108.3333	-1.9878	0.2461	1.3315	0.0017	-0.3194
76.6667	0.1606	-0.0411	-0.8611	-0.2089	-0.4233
86.6667	0.6224	-0.2161	-0.7667	-0.2100	-0.1939
91.6667	0.1871	-0.1289	0.2533	-0.0978	-0.0867
43.3333	-0.0367	-0.1867	0.3311	-0.0778	0.0000
41.6667	0.0733	-0.1344	-0.1044	-0.1361	0.0000
46.6667	-0.2328	-0.1606	-0.0550	-0.1378	0.0000
41.6667	-0.0519	-0.1161	0.0122	-0.1094	0.0500
40.0000	-0.4064	-0.1406	0.0306	-0.0833	0.0389
48.3333	0.0856	-0.1106	0.0822	-0.1022	0.0711
41.6667	-0.3186	-0.1022	0.0322	-0.0856	0.0300
38.3333	-0.0347	-0.1189	0.0978	-0.0889	-0.0450
46.6667	-0.0528	-0.1017	0.0500	-0.0861	0.0000
43.3333	0.1526	-0.0828	0.0750	-0.0206	0.0450
51.6667	0.3568	-0.0556	0.6422	-0.0122	-0.1608
55.0000	-0.5197	0.2122	0.7656	0.2222	-0.2147
75.0000	0.1792	0.2600	-0.4450	0.5156	-0.0244
88.3333	0.7383	0.3622	0.0178	0.5692	-0.0778
81.6667	-0.5456	0.1817	-0.1628	0.4847	-0.0167
60.0000	0.4144	0.5494	-0.3244	0.6100	0.0889
76.6667	-0.5756	0.3839	-0.6056	0.4131	-0.0833
73.3333	0.4794	0.0117	-0.6478	-0.0692	0.0556
76.6667	1.1172	-0.1144	-0.2350	-0.2200	0.1433
383.3333	-0.9839	-0.1622	2.2578	-0.2581	-0.0367
210.0000	-1.6367	0.0431	4.2217	-0.2103	0.0217
240.0000	-1.1294	-0.1147	-2.7617	-0.2944	0.1983
166.6667	-0.0056	-0.1183	-1.3800	-0.2367	0.0283
68.3333	-0.5611	-0.0111	-0.7539	-0.1994	-0.1117
58.3333	-0.7222	-0.0875	-0.5382	-0.2056	0.0222
41.6667	-0.1917	-0.0981	-0.3579	-0.1811	0.0069
48.3333	0.5694	-0.1444	-0.3878	-0.1894	-0.0347
43.3333	0.6667	-0.1311	-0.1300	-0.1411	-0.0056
40.0000	0.3083	-0.1172	-0.0233	-0.0972	-0.0572
43.3333	0.2583	-0.1706	-0.1367	-0.1056	-0.2183
36.6667	0.1389	-0.1261	-0.1122	-0.1256	-0.1133
45.0000	-0.0722	-0.1361	-0.0056	-0.0956	-0.1333
53.3333	0.1733	-0.0889	0.1867	-0.0878	0.0222
133.3333	0.5472	-0.0733	0.5450	0.0672	-0.1161
78.3333	0.3206	0.0183	0.1611	0.2578	-0.0828
433.3333	0.4356	0.2683	1.0867	0.5050	0.5469
486.6667	1.0343	0.6206	4.1256	0.7111	1.1053
253.3333	1.1074	0.4894	1.0183	0.6656	0.7433
313.3333	0.2106	0.3733	-3.3256	0.3475	0.1242
231.6667	0.5747	0.3911	-0.6233	0.3031	0.6586
268.3333	0.5025	0.2853	1.0603	0.2089	0.1494
150.0000	-0.1128	0.0781	-1.9147	0.0744	0.4667
66.6667	-1.3522	-0.0978	-1.0561	-0.1594	-0.5789
86.6667	-1.8656	-0.2089	-0.2706	-0.3989	-0.5767
223.3333	-1.8794	-0.1111	1.9800	-0.3289	-0.3522
116.6667	-1.1906	0.1956	0.2567	0.1489	-0.0767
91.6667	-0.2051	0.0461	-1.8475	0.0000	-0.1261
76.6667	0.0551	-0.1139	-1.1619	-0.2372	-0.1856
61.6667	0.6889	-0.1872	0.3383	-0.3656	-0.1772
61.6667	0.6222	-0.2022	0.6596	-0.3394	-0.0889
58.3333	0.7282	-0.2272	0.2215	-0.2433	-0.0589
50.0000	0.4035	-0.2100	0.0133	-0.2106	-0.0550
41.6667	-0.3467	-0.1678	-0.0122	-0.1250	0.1528
45.0000	-1.9739	-0.1889	-0.1986	-0.1333	-0.0444
46.6667	-0.0556	-0.1489	-0.1297	-0.1833	-0.0167
40.0000	-0.7311	-0.1406	-0.0317	-0.1789	0.0111
56.6667	-0.2156	-0.0883	0.3758	-0.1100	-0.1822
51.6667	1.3133	0.0000	-0.4147	0.1094	-0.3261
33.3333	1.9186	-0.1000	-0.3256	0.1917	-0.2000
48.3333	1.3203	-0.0764	-0.2692	0.6794	-0.1472
50.0000	2.6367	0.0669	1.1542	0.6003	-0.0944
140.0000	2.0086	0.1650	-0.0067	0.1125	0.0500
130.0000	1.2747	0.1628	0.2775	0.2389	0.1389
41.6667	0.5239	0.2028	1.2231	0.0525	0.1067
43.3333	-0.1522	0.0567	0.1233	-0.0719	-0.0611
48.3333	-0.1717	-0.0778	-0.6189	-0.2556	-0.0256
48.3333	-1.0674	-0.0794	-0.6822	-0.3294	-0.0433
333.3333	-1.2332	-0.0750	0.0594	-0.3936	-0.1378
123.3333	-0.9722	0.3211	6.2667	0.0192	0.0556
103.3333	-0.8310	0.4718	-5.2511	0.3089	0.0756
103.3333	-0.2029	0.3704	-0.8072	0.3267	0.1200
60.0000	0.0889	0.0344	-0.7233	-0.1128	-0.0694
36.6667	-0.0124	-0.2492	-0.3182	-0.3567	-0.1094
50.0000	0.0574	-0.1719	-0.2829	-0.4050	-0.0611
46.6667	-0.0483	-0.2417	-0.2622	-0.3300	0.0667
38.3333	-0.6917	-0.1989	-0.1289	-0.2433	-0.0111
50.0000	-0.2439	-0.1717	-0.2656	-0.2664	0.0361
45.0000	-0.0633	-0.1644	-0.0767	-0.2008	0.1483
35.0000	0.0831	-0.1633	-0.0611	-0.1794	0.1528
48.3333	0.0031	-0.1322	0.0111	-0.1872	0.0489
55.0000	-0.3378	-0.1172	0.5067	-0.1428	-0.0683
188.3333	0.2750	-0.0092	0.8083	-0.0200	-0.2844
165.0000	0.8889	-0.0092	-0.1194	0.0756	-0.1278
155.0000	0.8399	0.0244	0.2222	0.2094	-0.0556
46.6667	0.5574	0.0611	0.4800	0.1872	-0.0772
50.0000	0.3806	0.0000	-1.6333	-0.0056	-0.1083
73.3333	-0.0032	-0.0428	-0.6428	0.0844	0.0944
86.6667	0.8265	0.0061	-0.0172	0.1878	-0.1022
113.3333	-0.2667	-0.0642	0.2367	0.0550	-0.0222
103.3333	-0.0247	-0.0092	-0.1311	-0.1039	0.0000
101.6667	-0.5164	0.0833	0.0833	0.2544	0.0000
140.0000	-0.4728	0.3650	0.2578	0.3928	0.0278
135.0000	-0.4831	0.4694	0.9828	0.5028	0.2554
130.0000	-1.0031	0.4756	-0.0167	0.3278	0.2401
111.6667	-1.2444	0.2167	-1.0731	0.1078	-0.0300
56.6667	0.7621	-0.0122	-0.7019	-0.1022	-0.2111
58.3333	0.6413	-0.1633	0.1744	-0.1450	-0.1517
61.6667	0.2039	-0.1731	0.4011	-0.2489	0.0878
50.0000	-1.2021	-0.2064	0.0550	-0.2828	0.0917
46.6667	0.1660	-0.1944	0.0311	-0.2800	0.0333
41.6667	-0.3856	-0.1839	0.0183	-0.1867	0.1267
41.6667	-1.3378	-0.1522	-0.0222	-0.2436	0.0100
48.3333	-0.5828	-0.1644	-0.1100	-0.2247	0.0200
35.0000	-1.4400	-0.1278	-0.0600	-0.2011	0.0778
51.6667	-0.6994	-0.1172	0.2599	-0.2247	-0.1550
55.0000	0.1778	-0.1028	0.1312	-0.0347	-0.1906
75.0000	2.5117	0.0550	0.7844	1.1178	-0.1189
91.6667	3.8072	0.0969	0.1281	2.2539	0.0264
75.0000	1.5919	0.1747	0.2975	0.9044	0.1314
78.3333	1.0292	0.3878	-0.3233	0.0228	0.0500
85.0000	0.4122	0.4111	-0.4925	-0.1358	0.0686
50.0000	0.8017	0.2017	-0.5431	-0.2675	0.1436
58.3333	0.4939	0.2500	-0.5944	-0.0967	0.1856
93.3333	0.2972	0.1317	-0.2336	-0.2482	0.0567
270.0000	-0.2056	-0.0111	-0.1364	-0.2913	-0.2406
438.3333	-2.2983	0.2078	6.7000	-0.0561	0.3322
138.3333	-2.1667	0.6800	-0.7556	0.2139	0.5422
140.0000	-1.2050	0.1039	-3.5861	0.1022	0.0806
100.0000	-0.6289	0.0083	-1.0844	-0.0083	-0.0700
65.0000	-1.2894	-0.0611	0.2500	-0.2144	-0.0211
40.0000	-0.6893	-0.2550	0.5190	-0.4862	-0.0889
50.0000	-0.3318	-0.2983	-0.2196	-0.4538	0.0000
48.3333	-0.7533	-0.2667	-0.3656	-0.4394	0.0000
40.0000	-0.9906	-0.1928	0.0689	-0.4014	-0.1383
50.0000	-0.2306	-0.1972	-0.5211	-0.3436	-0.2617
40.0000	-0.1153	-0.1406	-0.4728	-0.3200	-0.0667
50.0000	0.4375	-0.1900	-0.3047	-0.2642	-0.2128
41.6667	-0.2667	-0.1639	-0.0969	-0.1697	0.0906
60.0000	-0.9083	-0.1244	0.4567	-0.1667	-0.0661
216.6667	0.5750	-0.0433	1.2000	0.1067	-0.0994
143.3333	1.9144	-0.0667	-1.2867	0.7861	-0.0933
51.6667	2.3447	-0.1494	-2.4328	1.1144	-0.3811
41.6667	1.7819	-0.1733	-0.9200	0.2494	-0.4622
63.3333	1.4654	0.0201	1.1233	0.2417	-0.0733
43.3333	1.3957	0.5649	0.5250	0.3767	0.3772
51.6667	0.8394	0.3989	-0.8744	0.1056	0.2433
38.3333	0.4881	0.2022	-0.4229	0.0500	0.2064
48.3333	0.2747	0.0061	-0.5260	-0.2144	0.0375
53.3333	-0.6089	-0.1406	-0.6950	-0.2578	-0.0111
125.0000	-1.7475	-0.1239	0.9931	-0.1203	-0.0819
143.3333	-2.1808	0.2239	3.1042	0.1947	0.1081
115.0000	-0.3989	0.3322	-0.8956	0.2889	0.0806
93.3333	-1.1353	0.2944	-0.1256	0.0806	0.1433
46.6667	-0.5486	-0.1106	0.3769	-0.4206	-0.0822
50.0000	0.0111	-0.2211	0.4442	-0.4606	-0.1900
40.0000	-0.1653	-0.2511	0.4122	-0.4172	-0.0500
48.3333	-0.5764	-0.2372	0.1544	-0.4200	-0.0222
43.3333	-0.9528	-0.1911	0.0222	-0.2711	0.0556
41.6667	-0.4378	-0.1644	0.1389	-0.2758	0.0500
51.6667	-0.4533	-0.1350	0.0556	-0.1564	0.0700
38.3333	-0.8767	-0.1561	-0.0511	-0.2406	0.0200
46.6667	-0.2667	-0.1317	-0.0278	-0.2267	0.0000
45.0000	-0.1667	-0.1283	0.1144	-0.1550	-0.0150
58.3333	0.9100	0.0500	2.0178	0.1311	-0.1472
51.6667	1.9078	0.0000	-1.1011	0.9325	-0.1203
85.0000	2.0889	-0.0889	-1.6758	1.4653	-0.2997
113.3333	1.8597	-0.0850	-1.1236	0.4067	-0.1744
228.3333	1.4142	0.0917	3.1333	0.2189	-0.0478
156.6667	0.8744	0.5167	1.1056	0.0844	0.3083
98.3333	0.6528	0.3933	-3.8038	-0.0611	0.0961
80.0000	0.4189	0.0011	-2.8468	-0.3244	-0.1617
70.0000	0.2275	-0.0967	-0.3133	-0.2144	-0.0067
85.0000	-0.2236	-0.0389	1.1225	0.2878	0.1683
136.6667	-1.4356	-0.0556	-0.5014	-0.3222	0.0978
280.0000	-3.0282	0.3133	2.3728	0.1856	0.1011
236.6667	-1.3268	0.7206	1.6869	0.4478	0.2250
186.6667	-0.8111	0.1794	-0.9786	-0.0844	0.0706
96.6667	-0.6646	-0.0300	0.1533	-0.4061	-0.0833
48.3333	-0.7960	-0.1222	-0.1633	-0.3861	-0.1033
51.6667	-0.8239	-0.2133	-0.1883	-0.4267	-0.1422
51.6667	-0.4569	-0.2311	-0.1083	-0.4178	0.0819
45.0000	-0.4653	-0.2061	-0.1328	-0.3956	0.0625
55.0000	-0.1833	-0.1772	-0.1794	-0.3267	0.0450
43.3333	-0.5778	-0.1833	-0.1756	-0.2744	0.0450
56.6667	-0.4378	-0.1978	-0.1144	-0.2678	-0.0900
45.0000	0.0614	-0.1506	-0.1356	-0.2078	0.0600
55.0000	0.1153	-0.1683	-0.0022	-0.1350	-0.1267
65.0000	0.4222	-0.1294	0.1628	0.1308	-0.1056
71.6667	1.3622	-0.0306	0.8558	1.0997	-0.0950
113.3333	2.4106	0.2100	1.9603	2.1111	0.0489
91.6667	1.9503	0.1711	-0.9989	0.9807	0.0850
65.0000	1.7636	0.3125	-0.8008	-0.0379	0.0778
65.0000	1.2000	0.5331	-0.7836	-0.1383	0.1156
51.6667	0.8903	0.5078	-0.6172	-0.0667	0.1300
63.3333	0.7597	0.4239	-0.5172	0.0889	0.1650
60.0000	0.3333	0.1917	-0.3133	-0.0222	0.1433
65.0000	-0.2081	-0.0111	-0.2478	0.2408	0.0167
106.6667	-1.4542	0.0878	2.6144	-0.3747	0.1194
111.6667	-2.2556	-0.1349	-0.5804	-0.5583	0.0333
116.6667	-1.4883	-0.2657	-0.4157	-0.4528	-0.1028
81.6667	-0.5472	-0.2078	-0.1483	-0.3672	-0.1372
50.0000	-0.3692	-0.1611	0.0756	-0.3256	-0.1317
48.3333	-0.5406	-0.2228	0.0433	-0.3011	-0.1172
36.6667	-0.7845	-0.1589	0.0944	-0.3153	-0.0667
48.3333	-0.9996	-0.2089	-0.0883	-0.3197	-0.0322
46.6667	-0.8840	-0.2117	0.0367	-0.2678	0.0267
40.0000	-0.5231	-0.1339	-0.1383	-0.2400	0.0833
50.0000	-0.3574	-0.1539	-0.0861	-0.2294	0.0122
36.6667	-0.1347	-0.1550	-0.0972	-0.2100	-0.0122
50.0000	-0.3057	-0.1244	-0.0600	-0.1646	0.0000
45.0000	-0.1072	-0.0889	0.4289	-0.1532	-0.0333
233.3333	0.7057	-0.0889	-0.5978	0.0328	-0.1067
156.6667	1.3529	0.0000	-0.4339	1.3665	-0.0500
485.0000	1.8482	0.0667	-0.8994	1.8807	0.2794
210.0000	1.2890	0.3672	1.8842	1.0989	1.3428
91.6667	1.2325	0.3950	2.9236	0.1239	-0.1628
378.3333	0.2075	0.5911	-0.4656	-0.1994	0.3717
336.6667	0.5344	0.3790	-3.2706	-0.4828	0.6889
205.0000	0.8553	0.1115	-0.8522	-0.3333	0.6078
458.3333	0.6069	0.2172	0.9628	0.0517	0.2906
246.6667	0.1100	0.0722	-0.5543	0.1833	0.5328
328.3333	-1.2161	0.0000	2.0132	-0.5078	-0.7594
98.3333	-1.8072	0.3878	3.5111	-0.1867	-0.4639
108.3333	-1.0744	0.1100	-1.9989	0.3211	-0.2644
108.3333	-0.7494	0.0772	-1.3756	0.0750	-0.1878
76.6667	-1.0417	-0.1528	-0.2928	-0.3192	-0.1800
61.6667	-0.1556	-0.2578	0.1561	-0.5025	0.0006
40.0000	-0.7628	-0.2811	-0.0660	-0.5000	-0.1739
48.3333	-0.9017	-0.2678	-0.2240	-0.4444	-0.2778
48.3333	-0.1153	-0.2956	-0.2078	-0.3867	-0.1144
36.6667	-0.4847	-0.2304	-0.1619	-0.2728	-0.1189
48.3333	-0.4433	-0.2007	0.0308	-0.2494	-0.0111
51.6667	-0.7831	-0.1439	-0.0100	-0.1767	0.0944
43.3333	-0.0053	-0.1533	-0.0833	-0.1844	0.0056
151.6667	0.1594	-0.0917	0.3011	-0.1768	-0.2125
56.6667	1.3722	-0.0778	-0.6767	0.1001	-0.2375
103.3333	2.0989	-0.0778	0.6889	0.9800	-0.2889
58.3333	2.6864	-0.0444	-0.6114	1.7132	-0.0711
48.3333	1.9381	0.0000	-0.9231	0.8246	-0.0972
120.0000	1.8156	0.1050	-0.4872	-0.2133	-0.4789
78.3333	1.6850	0.3861	0.2892	0.0679	0.0242
53.3333	1.0139	0.2278	-0.7142	0.0787	0.3175
58.3333	0.5922	0.2211	0.5667	0.0411	0.1044
135.0000	-0.2176	-0.0500	0.4383	-0.0483	0.0744
140.0000	-1.0557	-0.0772	0.1111	-0.2878	-0.0278
293.3333	-1.7344	-0.0822	5.0700	-0.5350	0.0611
248.3333	-1.3892	0.2037	3.4131	-0.0811	0.1050
210.0000	-0.5364	0.0657	-1.4225	-0.1314	0.1383
140.0000	-0.2467	0.0111	0.1144	-0.0753	-0.0111
61.6667	-0.8299	0.0222	-0.3911	-0.0889	-0.0333
61.6667	-1.0468	-0.0139	0.3633	-0.2550	-0.2156
60.0000	-0.8439	-0.0867	-0.0778	-0.3317	-0.0611
55.0000	0.5204	-0.1622	-0.1789	-0.2778	-0.0300
51.6667	-0.6643	-0.1372	-0.0375	-0.2383	0.0300
35.0000	-0.1728	-0.2067	-0.3558	-0.2244	0.0111
51.6667	0.0383	-0.1567	-0.2456	-0.2061	0.0556
46.6667	-0.8350	-0.1075	-0.2529	-0.1583	0.0822
40.0000	0.1539	-0.1569	-0.3149	-0.1728	-0.0061
156.6667	-0.0178	-0.0972	0.0267	-0.0744	-0.1200
83.3333	-0.1467	-0.0076	-0.0324	0.1986	-0.0478
433.3333	1.2113	0.0737	-0.6921	1.4469	0.4283
176.6667	1.9788	0.2644	0.8000	2.1822	1.0689
106.6667	1.0389	0.2456	0.6363	0.5611	-0.1300
113.3333	1.3796	0.1156	-1.0762	-0.1803	-0.2725
108.3333	0.7704	0.1183	-1.1233	-0.3797	-0.2431
435.0000	1.0656	0.0994	0.3850	-0.3311	0.3533
153.3333	-0.0897	0.1761	1.5075	-0.2342	1.0058
180.0000	-0.0897	-0.0661	-4.2214	-0.4808	-0.4581
421.6667	-0.7633	-0.1678	-2.5378	-0.4011	0.2556
563.3333	-1.3017	0.2592	5.0517	-0.0603	0.7457
196.6667	-1.3744	0.8592	0.1239	0.3942	0.6465
138.3333	-1.4775	0.2717	-1.7306	0.3267	-0.5472
100.0000	-0.9125	0.0194	-1.6161	0.0792	-0.4544
50.0000	-0.4739	-0.1372	-0.3767	-0.3592	-0.2717
45.0000	-0.6486	-0.2400	0.3767	-0.4711	-0.1522
53.3333	-0.8119	-0.2615	0.3022	-0.4517	-0.1178
50.0000	-0.3200	-0.2590	0.1811	-0.4071	-0.0222
36.6667	-0.3225	-0.2456	0.1522	-0.3590	-0.0794
51.6667	-0.5308	-0.2222	0.0672	-0.3122	-0.1472
50.0000	-0.4583	-0.2011	0.0608	-0.2733	-0.0833
43.3333	-0.2861	-0.2339	-0.0581	-0.2628	-0.0300
45.0000	-0.6767	-0.1500	-0.0200	-0.1711	-0.1378
63.3333	-1.1894	-0.1078	-0.1236	-0.1706	-0.2625
175.0000	1.3278	0.0333	-0.1514	0.0833	-0.2319
73.3333	2.6467	-0.0056	-0.7111	1.3733	-0.1439
175.0000	2.7260	0.1161	-0.0869	2.2160	-0.1233
51.6667	1.8724	0.1606	-0.6325	0.8601	-0.0372
90.0000	1.5778	0.5133	1.1644	-0.0106	0.0344
51.6667	0.9636	0.7479	-0.9843	-0.0806	0.1422
53.3333	0.7419	0.4926	-1.1196	-0.0794	0.0278
70.0000	0.1761	0.0506	-1.0861	-0.2144	0.0389
86.6667	0.0550	0.0811	-0.7883	-0.1200	0.0333
91.6667	-0.1722	0.0111	0.1711	-0.0201	0.0750
283.3333	-1.0171	-0.1033	1.0072	-0.4565	0.0139
126.6667	-3.1701	0.1167	5.1344	-0.2000	0.0922
135.0000	-2.1544	0.0533	-2.8425	-0.0444	0.0853
95.0000	0.1565	0.0111	-1.1608	-0.1789	-0.0814
70.0000	-0.5104	-0.0983	-0.0133	-0.2922	-0.1461
63.3333	-0.6767	-0.1417	0.5631	-0.3483	-0.1222
38.3333	-0.5331	-0.1633	0.6425	-0.2911	-0.0533
51.6667	-0.2608	-0.1411	0.0500	-0.2500	-0.0956
51.6667	-0.3533	-0.1589	-0.0222	-0.2722	0.0753
36.6667	-0.1849	-0.2006	-0.0772	-0.2739	0.1347
50.0000	-0.2535	-0.2044	-0.0517	-0.2200	-0.0222
48.3333	0.0867	-0.1928	0.1039	-0.1633	0.0444
46.6667	0.5256	-0.2028	0.1179	-0.1528	0.0000
60.0000	0.5211	-0.1161	0.4337	-0.1367	-0.1156
50.0000	0.4389	-0.0300	0.4211	0.0000	-0.1278
43.3333	0.5533	-0.0567	-0.1989	0.0275	-0.0556
53.3333	0.3911	-0.0889	-0.3672	0.0075	-0.1683
50.0000	0.4797	-0.1494	-0.1939	0.0222	-0.0494
83.3333	0.9181	-0.0550	0.3617	0.1494	-0.0833
56.6667	1.6356	0.0244	1.0239	0.3239	0.0333
51.6667	1.6725	0.1300	0.2311	0.4428	0.0778
50.0000	0.8797	0.1956	-1.3222	0.3928	0.1389
56.6667	-0.6539	0.1500	-0.0483	0.2589	0.0622
81.6667	-1.5856	-0.0389	0.7161	-0.1722	0.0000
150.0000	-0.5617	0.0250	0.2828	0.0281	-0.0222
115.0000	-0.3422	0.4557	0.1824	0.4319	0.2411
98.3333	-0.1344	0.3971	-0.4196	0.3450	0.2200
78.3333	-0.3067	0.3478	-0.2156	0.3244	0.2456
48.3333	-0.3300	0.0900	0.0000	-0.0106	0.0172
53.3333	-0.0844	-0.1806	0.0922	-0.3644	-0.2239
53.3333	0.0994	-0.2144	0.1661	-0.4322	0.0000
46.6667	0.1183	-0.2333	0.1611	-0.2894	0.0000
43.3333	-0.4489	-0.2450	0.0606	-0.2267	-0.0300
53.3333	-0.1900	-0.1822	0.1600	-0.2422	-0.1044
48.3333	0.1097	-0.1844	0.1722	-0.2119	-0.1139
38.3333	0.0831	-0.1972	0.0376	-0.2031	-0.1022
51.6667	0.0672	-0.1572	0.0040	-0.1267	-0.0589
56.6667	0.1503	-0.0906	0.0106	-0.1022	0.2139
65.0000	0.2897	0.0122	0.7064	-0.0278	-0.1211
195.0000	0.3231	-0.0061	-0.3797	0.0000	-0.1833
110.0000	0.4486	-0.0978	-0.5311	0.0944	-0.0137
455.0000	0.7856	0.0000	-0.1828	0.1189	0.0276
246.6667	1.3807	0.0539	0.2111	0.2833	1.2789
288.3333	0.9299	0.2967	0.3183	0.3944	0.4917
115.0000	0.0567	0.1739	-0.5906	0.1972	0.4511
81.6667	0.0481	-0.0356	-0.8212	0.1017	-0.6522
101.6667	-0.2731	-0.1189	-0.0226	-0.0650	-0.4344
90.0000	-0.3806	0.0022	0.1844	0.0606	-0.2997
153.3333	-1.0143	0.2972	0.3754	0.4756	-0.0392
113.3333	-0.8501	0.3744	1.3318	0.1900	0.0944
108.3333	-0.3028	0.2422	-1.4178	0.1322	0.0056
98.3333	-0.2954	0.1139	-0.2650	-0.0444	-0.0333
71.6667	-0.3635	-0.0400	-0.2667	-0.2003	-0.1000
43.3333	-0.2522	-0.1611	0.1122	-0.2497	-0.1522
58.3333	-0.2401	-0.1542	0.2054	-0.2622	-0.0689
56.6667	-0.0615	-0.2053	0.0224	-0.2378	0.1539
48.3333	-0.0111	-0.1794	0.0183	-0.2539	0.1006
51.6667	-0.0817	-0.1706	-0.0061	-0.1850	0.0000
56.6667	-0.1361	-0.1494	0.0000	-0.2050	0.0000
53.3333	-0.1333	-0.1411	0.0833	-0.1739	0.0667
50.0000	-0.0167	-0.1744	0.0500	-0.1378	0.0111
53.3333	0.0778	-0.1244	0.0200	-0.0778	-0.1500
96.6667	0.2339	-0.0300	0.5717	-0.0556	-0.0872
170.0000	0.3761	0.0300	-0.0333	0.0167	-0.2689
120.0000	0.9306	0.0622	1.4228	0.2200	-0.0717
305.0000	0.3147	0.1589	-0.2778	0.5128	0.1533
198.3333	0.8525	0.2300	-0.4322	0.5572	1.5601
116.6667	0.7033	0.4794	-0.3117	0.8322	-0.0601
123.3333	-0.3042	0.3561	-0.7028	0.4964	-0.3978
88.3333	0.4075	0.3572	-0.5383	0.3886	-0.2389
170.0000	0.4117	0.2322	-0.0444	0.1650	-0.0167
103.3333	0.1600	0.0639	2.5236	-0.0556	0.0000
283.3333	-0.8906	-0.0967	-1.9719	-0.2300	0.0000
128.3333	-0.8989	0.3289	1.4022	-0.1844	0.0767
126.6667	-1.3783	0.1322	-0.9681	-0.1744	-0.1156
123.3333	-0.6922	-0.1372	0.2903	-0.2550	-0.0917
63.3333	0.2839	-0.2122	-0.0567	-0.3556	-0.1239
46.6667	0.1742	-0.2382	0.2467	-0.3461	-0.1156
58.3333	0.1436	-0.2146	0.0778	-0.2478	-0.1300
51.6667	-0.4844	-0.1811	0.0222	-0.1422	0.0000
56.6667	-1.6094	-0.1847	-0.0693	-0.2578	0.0000
45.0000	-0.0872	-0.1925	-0.1101	-0.2350	0.0000
53.3333	0.2297	-0.1672	0.0361	-0.2189	0.0611
55.0000	0.4103	-0.1394	0.0989	-0.1572	0.0389
118.3333	0.6211	-0.1261	0.4764	-0.0839	-0.0667
63.3333	0.5411	-0.0911	0.3514	-0.0350	-0.1578
170.0000	0.9633	-0.0100	0.2456	0.1711	-0.0183
56.6667	0.7506	0.0000	0.2389	0.3033	0.0306
50.0000	1.6274	0.0650	-0.0361	0.4600	0.0061
63.3333	0.6287	0.0250	-0.7861	0.2667	-0.1594
60.0000	0.5033	0.0000	-0.9808	-0.0761	-0.0444
55.0000	0.9183	-0.0500	-0.7669	0.2317	0.0000
43.3333	0.1000	-0.0300	-0.4700	0.0444	-0.0656
55.0000	1.0006	-0.0100	-0.2278	0.0444	-0.0300
56.6667	-0.7843	-0.0722	-0.0833	-0.0833	0.0056
46.6667	-1.2379	-0.0389	0.0633	-0.2150	-0.0222
210.0000	-0.7456	0.1700	0.6161	0.1206	-0.0444
138.3333	-0.8094	0.7022	2.5361	0.6803	0.2967
130.0000	-0.6233	0.4800	-1.4067	0.5575	0.2256
115.0000	-0.1461	0.2778	-0.3422	0.2233	0.0389
56.6667	-0.3650	-0.0267	-0.0974	-0.2439	-0.1778
58.3333	-0.4339	-0.1717	0.3374	-0.4500	-0.1361
58.3333	-0.7544	-0.2178	0.1678	-0.3839	-0.0281
51.6667	-0.2133	-0.2042	0.2779	-0.3147	0.1553
46.6667	-0.1350	-0.2175	-0.1812	-0.2642	0.2011
43.3333	-0.7906	-0.1622	0.0344	-0.2278	-0.0100
48.3333	-2.6189	-0.1744	-0.0222	-0.2611	0.0011
51.6667	-1.3311	-0.1528	-0.1367	-0.3386	0.0200
58.3333	-0.6758	-0.1167	0.2983	-0.2842	-0.1158
46.6667	-0.3319	-0.0917	0.5483	-0.1894	-0.2231
51.6667	1.7189	-0.0833	-0.0200	0.0744	-0.0911
50.0000	2.9583	0.0444	0.1178	1.6733	-0.0188
38.3333	3.1761	0.1267	-0.0322	2.2444	0.0410
51.6667	1.5844	0.1967	-0.1656	0.6669	0.0389
53.3333	1.0461	0.3511	-0.3011	-0.1125	0.0817
